MeasurementTime,Measurement time error,ego_X,ego_Y,ego_yaw,ego_speed,ego_acc,ego_s,ego_d,eHMI_green_on,eHMI_red_on,HV_X,HV_Y,HV_yaw,HV_v_km/h,HV_ax,HV_ay,Straight_SteeringWheel,Straight_AcceleratorPedal,Straight_BrakePedal,K1.NumPad1,K1.NumPad2,time_cost[s],reward[%]
8300.00,0.00,102.605282,18.120000,-3.141593,8.000000,0.000000,0.000000,-2.605282,0.000000,0.000000,-72.605282,13.986914,-0.013546,29.184566,0.940505,0.109997,0.184475,0.427143,-1.039255,0.000000,0.000000,0.000000,100.000000
8400.00,0.00,101.789182,18.120000,-3.141593,8.000000,0.000000,0.000000,-1.789182,0.000000,0.000000,-71.789182,13.977256,-0.010636,29.523271,0.948069,0.104490,0.173642,0.428540,-1.039255,0.000000,0.000000,0.000000,100.000000
8500.00,0.00,100.963598,18.120000,-3.141593,8.000000,0.000000,0.000000,-0.963598,0.000000,0.000000,-70.963598,13.969801,-0.007924,29.864496,0.950513,0.095610,0.156686,0.428540,-1.039255,0.000000,0.000000,0.000000,100.000000
8600.01,0.01,100.128559,18.120000,-3.141593,8.000000,0.000000,0.000000,-0.128559,0.000000,0.000000,-70.128559,13.964366,-0.005564,30.203290,0.937446,0.080851,0.129525,0.424349,-1.039255,0.000000,0.000000,0.000000,100.000000
8700.00,0.00,99.284074,18.120000,-3.141593,8.000000,0.000000,0.720000,-0.004074,0.000000,0.000000,-69.284074,13.960625,-0.003694,30.543049,0.945107,0.062705,0.097497,0.425746,-1.039255,0.000000,0.000000,0.000000,100.000000
8800.00,0.00,98.430077,18.120000,-3.141593,8.000000,0.000000,1.570000,-0.000077,0.000000,0.000000,-68.430077,13.958182,-0.002337,30.888453,0.958103,0.044524,0.066882,0.428540,-1.039255,0.000000,0.000000,0.000000,100.000000
8900.00,0.00,97.566480,18.120000,-3.141593,8.000000,0.000000,2.430000,0.003520,0.000000,0.000000,-67.566480,13.956620,-0.001513,31.233287,0.955577,0.025049,0.033127,0.427143,-1.039255,0.000000,0.000000,0.000000,100.000000
9000.00,0.00,96.693422,18.120000,-3.141593,8.000000,0.000000,3.310000,-0.003422,0.000000,0.000000,-66.693422,13.955440,-0.001332,31.567518,0.900796,0.001586,-0.005652,0.411778,-1.039255,0.000000,0.000000,0.000000,100.000000
9100.00,0.00,95.811471,18.120000,-3.141593,8.000000,0.000000,4.190000,-0.001471,0.000000,0.000000,-65.811471,13.954077,-0.001770,31.873485,0.772357,-0.019103,-0.036581,0.376857,-1.039255,0.000000,0.000000,0.000000,100.000000
9200.01,0.01,94.922767,18.120000,-3.141593,8.000000,0.000000,5.080000,-0.002767,0.000000,0.000000,-64.922767,13.952116,-0.002531,32.060137,0.354709,-0.027327,-0.043803,0.265111,-1.039255,0.000000,0.000000,0.000000,100.000000
9300.01,0.01,94.030903,18.120000,-3.141593,8.000000,0.000000,5.970000,-0.000903,0.000000,0.000000,-64.030903,13.949492,-0.003206,32.129773,0.113966,-0.021892,-0.032342,0.200857,-1.039255,0.000000,0.000000,0.000000,100.000000
9400.01,0.01,93.138712,18.120000,-3.141593,8.000000,0.000000,6.860000,0.001288,0.000000,0.000000,-63.138712,13.946389,-0.003641,32.095364,-0.231893,-0.014468,-0.019782,0.108667,-1.039255,0.000000,0.000000,0.000000,100.000000
9500.00,0.00,92.249355,18.120000,-3.141593,8.000000,0.000000,7.750000,0.000645,0.000000,0.000000,-62.249355,13.942986,-0.003957,31.948738,-0.514611,-0.013066,-0.018055,0.033238,-1.039255,0.000000,0.000000,0.000000,100.000000
9600.01,0.01,91.365464,18.120000,-3.141593,8.000000,0.000000,8.630000,0.004536,0.000000,0.000000,-61.365464,13.939313,-0.004303,31.724912,-0.638624,-0.015490,-0.020410,-0.032413,-1.039255,0.000000,0.000000,0.000000,100.000000
9700.00,0.00,90.487948,18.120000,-3.141593,8.000000,0.000000,9.510000,0.002052,0.000000,0.000000,-60.487948,13.935360,-0.004639,31.495155,-0.638003,-0.014261,-0.017113,-0.070127,-1.039255,0.000000,0.000000,0.000000,100.000000
9800.00,0.00,89.616813,18.120000,-3.141593,8.000000,0.000000,10.380000,0.003187,0.000000,0.000000,-59.616813,13.931198,-0.004859,31.265619,-0.637367,-0.009570,-0.009420,-0.071524,-1.039255,0.000000,0.000000,0.000000,100.000000
9900.01,0.01,88.752050,18.120000,-3.141593,8.000000,0.000000,11.250000,-0.002050,0.000000,0.000000,-58.752050,13.926929,-0.004990,31.036304,-0.636744,-0.007492,-0.008164,-0.078508,-1.039255,0.000000,0.000000,0.000000,100.000000
10000.00,0.00,87.893654,18.120000,-3.141593,8.000000,0.000000,12.110000,-0.003654,0.000000,0.000000,-57.893654,13.922542,-0.005231,30.807210,-0.636166,-0.013585,-0.020410,-0.067333,-1.039255,0.000000,0.000000,0.000000,100.000000
10100.00,0.00,87.041621,18.120000,-3.141593,8.000000,0.000000,12.960000,-0.001621,0.000000,0.000000,-57.041621,13.917838,-0.005774,30.578334,-0.635625,-0.024973,-0.039878,-0.003079,-1.039255,0.000000,0.000000,0.000000,100.000000
10200.01,0.01,86.195592,18.120000,-3.141593,8.000000,0.000000,13.800000,0.004408,0.000000,0.000000,-56.195592,13.912565,-0.006587,30.379453,-0.496309,-0.032545,-0.052595,0.037429,-1.039255,0.000000,0.000000,0.000000,100.000000
10300.00,0.00,85.354613,18.120000,-3.141593,8.000000,0.000000,14.650000,-0.004613,0.000000,0.000000,-55.354613,13.906588,-0.007472,30.201843,-0.496029,-0.033172,-0.051025,0.037429,-1.039255,0.000000,0.000000,0.000000,100.000000
10400.00,0.00,84.518565,18.120000,-3.141593,8.000000,0.000000,15.480000,0.001435,0.000000,0.000000,-54.518565,13.899952,-0.008249,30.025583,-0.485371,-0.028913,-0.043175,0.040222,-1.039255,0.000000,0.000000,0.000000,100.000000
10500.00,0.00,83.687260,18.120000,-3.141593,8.000000,0.000000,16.310000,0.002740,0.000000,0.000000,-53.687260,13.892766,-0.008918,29.860892,-0.438615,-0.025594,-0.038936,0.052794,-1.039255,0.000000,0.000000,0.000000,100.000000
